molecule_ID,cleaned_smiles
6766,Cc1ccc(O)c(-c2nn(C)cc2C#Cc2ccc(NC(=O)C3CCCCN3S(=O)(=O)c3cccs3)cc2)c1
6767,Cc1ccc(O)c(-c2nn(C)cc2C#Cc2ccc(NC(=O)[C@@H]3CCCCN3C(=O)C(NC(=O)OC(C)(C)C)c3ccccc3)cc2)c1
6768,Cc1ccc(O)c(-c2nn(C)cc2C#Cc2ccc(NC(=O)[C@@H]3CCCCN3C(=O)[C@H](NC(=O)OC(C)(C)C)c3cccs3)cc2)c1
6769,Cc1ccc(O)c(-c2nn(C)cc2C#Cc2ccc(NC(=O)[C@@H]3CS(=O)(=O)CCN3C(=O)[C@H](NC(=O)OC(C)(C)C)c3ccccc3)cc2)c1
6770,Cc1ccc(O)c(-c2nn(C)cc2C#Cc2ccc(NC(=O)[C@H]3CCCCN3C(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc2)c1
6771,Cc1ccc(O)c(C(=O)NC[C@@]2(C)C[C@@H](O)CC(C)(C)C2)c1
6772,Cc1ccc(O)c(C(=O)N[C@H]2CCN3[C@H](C)CCC[C@@H]3C2)c1
6773,Cc1ccc(O)c(C(=O)Nc2ncc(Cl)s2)c1
6774,Cc1ccc(O)c(Cn2c(NC3CCN(CCN)CC3)nc3c(C)cccc32)n1
6775,Cc1ccc(O)c(NC(=O)COc2ccc3c(=O)c(-c4ccccc4)c(C)oc3c2)c1
6776,Cc1ccc(OC(=O)C(C)(C)C)c(-c2ccccn2)c1
6777,Cc1ccc(OC(=O)c2ccccc2)c(-c2ccccn2)c1
6778,Cc1ccc(OC(=O)c2ccccc2)c(-c2ncccc2C)c1
6779,Cc1ccc(OCCn2c(=N)n(Cc3ccc(Cl)c(Cl)c3)c3ccccc32)cc1
6780,Cc1ccc(OP(=O)(N[C@@H](C)C(=O)OCc2ccccc2)OC[C@@]2(N=[N+]=[N-])O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)cc1
6781,Cc1ccc(O[P@@](=O)(COC2(Cn3cnc4cnc(N)nc43)CC2)NC(C)(C)C(=O)OC(C)C)cc1
6782,Cc1ccc(S(=O)(=O)N(CCC#N)Cc2cccs2)cc1
6783,Cc1ccc(S(=O)(=O)NC2=NC(=O)/C(=C\C=C\c3ccccn3)S2)cc1
6784,Cc1ccc(S(=O)(=O)NNC(=O)c2nnn(Nc3ccc(F)cc3)c2C)cc1
6785,Cc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1[N+](=O)[O-]
6786,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc3c(Cl)ccc(Cl)c3s2)cc1
6787,Cc1ccc(S(=O)(=O)Oc2cc(O)c3c(c2)C(=O)c2cc(C)cc(O)c2C3=O)cc1
6788,Cc1ccc(Sc2ccc(O)cc2)c(Nc2ncnc3nc(C(C)C)ccc23)c1
6789,Cc1ccc([C@@H]2C[C@@H](c3ccc([N+](=O)[O-])cc3)C3=C(O2)C(=O)c2ccccc2C3=O)cc1
6790,Cc1ccc([C@H]2C[C@@H](c3ccc([N+](=O)[O-])cc3)C3=C(O2)C(=O)c2ccccc2C3=O)cc1
6791,Cc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)CCc2ccccc2)cc1
6792,Cc1ccc2[nH]c(-c3cc4c(ccc5ccccc54)oc3=O)nc2c1
6793,Cc1ccc2[nH]c(=O)c(CN(Cc3ccc(C(C)(C)C)cc3)C(C)c3ccc(F)cc3)cc2c1
6794,Cc1ccc2[nH]c(=O)c(CN(Cc3ccc(F)cc3)Cc3ccc(C(C)(C)C)cc3)cc2c1
6795,Cc1ccc2[nH]c3c(c2c1)CCCC3NCc1ccccc1
6796,Cc1ccc2[nH]c3c(c2c1)CCCC3Nc1cccc([N+](=O)[O-])c1
6797,Cc1ccc2c(-c3ccnnc3)c(CN3C(=O)C4(CCN(C(=O)C5(C(F)(F)F)CC5)CC4)c4ccncc43)ncc2c1
6798,Cc1ccc2c(-c3ccnnc3)c(CN3C(=O)C4(CCN(S(C)(=O)=O)CC4)c4ccncc43)ncc2c1
6799,Cc1ccc2c(-c3ccnnc3)c(CN3C(=O)C4(CN(S(C)(=O)=O)C4)c4ccccc43)ncc2c1
6800,Cc1ccc2c(-c3cncnc3)c(CN3C(=O)C4(CCN(S(C)(=O)=O)CC4)c4ccncc43)ncc2c1
6801,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C
6802,Cc1ccc2c(CCC(C)C)c(=O)c(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)c(O)n2c1
6803,Cc1ccc2c(c1)COP(=O)(OCCOCn1cnc3c(=O)[nH]c(N)nc31)O2
6804,Cc1ccc2c(c1)c(=O)c1c(n2C)-c2cccn2C1=O
6805,Cc1ccc2c(c1)c1c3n2CCNC3CCC1
6806,Cc1ccc2c(c1)n(C)c(=N)n2CCOc1ccc(Cl)cc1
6807,Cc1ccc2cc(C(=O)N3CCn4ncc(N5CC(C)(C)OC5=O)c4C3)[nH]c2c1
6808,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc5)sc4c3)sc2c1S(=O)(=O)O
6809,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc(C(F)(F)F)cc6)cc5)sc4c3)sc2c1S(=O)(=O)O
6810,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6cccc(Cl)c6)cc5)sc4c3)sc2c1S(=O)(=O)O
6811,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NC3(CN)COC3)c2c1
6812,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCC3(CN)COC3)c2c1
6813,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCC3(N)COC3)c2c1
6814,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCCCN)c2c1
6815,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCCN)c2c1
6816,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCO)c2c1
6817,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(N[C@H]3CNC[C@@H]3O)c2c1
6818,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(N[C@H]3CNC[C@H]3O)c2c1
6819,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)nc(NCC3(N)COC3)c2c1
6820,Cc1ccc2nc(N3CCS(=O)c4ccccc4C3)cc(NCC3(CN)COC3)c2c1
6821,Cc1ccc2nc(N3CCS(=O)c4ccccc4C3)nc(NCC3(CN)COC3)c2c1
6822,Cc1ccc2nc3c(cc(C(=O)NCc4ccc(C(F)(F)F)cc4)c(=N)n3Cc3ccc(OC(F)(F)F)cc3)c(=O)n2c1
6823,Cc1ccc2nc3c(cc(C(=O)N[C@@H](C)c4ccccc4)c(=N)n3Cc3ccccc3)c(=O)n2c1
6824,Cc1ccc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2c1
6825,Cc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1
6826,Cc1ccc2ncnc(Nc3ccc(I)cc3)c2c1
6827,Cc1ccc2nn(-c3ccc(OCCCC(C)(C)C(=O)O)cc3)nc2c1
6828,Cc1cccc(-c2c(-c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)cc3)[nH]c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)cc23)c1
6829,Cc1cccc(-c2ccc3c(c2)C[C@@H](C(=O)N(C)c2nc(C)c(S(N)(=O)=O)s2)C3)n1
6830,Cc1cccc(-n2nc(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)c3c2-c2ccccc2S(=O)(=O)N3C)c1
6831,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1
6832,Cc1cccc(C(=O)N2c3cccc(O)c3NC3=C(C(=O)CC(C)(C)C3)[C@@H]2c2ccc(OCc3ccccc3)cc2F)n1
6833,Cc1cccc(C(=O)N2c3cccc(O)c3NC3=C([C@@H]2c2ccc(OCc4ccccc4)cc2F)S(=O)(=O)CC(C)(C)C3)n1
6834,Cc1cccc(C(=O)Nc2ncc(Br)s2)c1O
6835,Cc1cccc(C)c1C(=O)O/N=C(\N)c1ccccc1OCc1ccc(F)cc1
6836,Cc1cccc(C)c1CN[C@]1(CCC(C)(C)C)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)c2ccccc21
6837,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ccccn2)cc1)C(=O)C1CCS(=O)(=O)CC1
6838,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2cocn2)cc1)C(=O)C1CCS(=O)(=O)CC1
6839,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1
6840,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-n2nccn2)cc1)C(=O)C1CCS(=O)(=O)CC1
6841,Cc1cccc(C)c1NNC(=O)c1ccc(C(C)(C)C)cc1
6842,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
6843,Cc1cccc(C)c1O[P@@](=O)(COC1(Cn2cnc3cnc(N)nc32)CC1)NC(C)(C)C(=O)OC(C)C
6844,Cc1cccc(C2=CC(c3c(C)ccc(C)c3C)n3ncnc3N2)c1
6845,Cc1cccc(C2=CC(c3c(C)cccc3C)n3nc(C#N)nc3N2)c1
6846,Cc1cccc(C2=CC(c3c(C)cccc3C)n3nc(N)nc3N2)c1
6847,Cc1cccc(CN2C(=O)CN(C(=O)c3cc4cc(C5CC5)ccc4[nH]3)C[C@@H]2Cc2ccccc2)c1
6848,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
6849,Cc1cccc(CNCc2cc(=O)c3c(O)c(O)ccc3o2)c1
6850,Cc1cccc(F)c1NC(=O)c1cc2c(s1)-c1ccccc1N(C(=O)c1cccc(-n3ccnc3C3CCC3)n1)CC2
6851,Cc1cccc(N(CC(=O)Nc2ccccc2F)S(=O)(=O)c2ccccc2)c1
6852,Cc1cccc(N/N=C2\CCCc3ccccc3C2=O)c1
6853,Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1
6854,Cc1cccc(S(=O)(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)c1
6855,Cc1cccc2[nH]c(C(=O)N3CCn4ncc(N5CC(C)(C)OC5=O)c4C3)cc12
6856,Cc1cccc2c1OCC1(O)CCCN(C)CCN(C)S(=O)(=O)NC(=O)c3ccc4c(C5CCCCC5)c-2n(c4c3)C1
6857,Cc1cccc2c1OP(=O)(OCCOCn1cnc3c(=O)[nH]c(N)nc31)OC2
6858,Cc1cccc2c1OP(=O)(OC[C@@H]1C=C[C@H](n3cnc4c(=O)[nH]c(N)nc43)C1)OC2
6859,Cc1cccc2c1OP(=O)(OC[C@@H]1C=C[C@H](n3cnc4c(NC5CC5)nc(N)nc43)C1)OC2
6860,Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)OC2
6861,Cc1cccc2c1n(C1CC1)c(=O)n2Cc1nc2cc(Cl)ccc2n1CCCS(C)(=O)=O
6862,Cc1cccc2cc(CN(Cc3ccc(F)cc3)Cc3ccc(C(C)(C)C)cc3)c(=O)[nH]c12
6863,Cc1cccc2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)sc12
6864,Cc1ccccc1-c1nn(-c2ccc(F)cc2F)cc1CNCCN1CCN(C)CC1
6865,Cc1ccccc1-n1cc(C(=O)c2ccc(O)cc2O)ccc1=O
6866,Cc1ccccc1C(C)C(=O)CC(O)CC1CC(=O)NC(=O)C1
6867,Cc1ccccc1C(OCCN(C)C)c1ccccc1
6868,Cc1ccccc1C(c1sccc1C)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1
6869,Cc1ccccc1Cn1c(CN2CCC(C(=O)NCCN(C)C)CC2)cc2ccccc21
6870,Cc1ccccc1N/C(=N/C#N)N1CCN(c2cnc3cc(F)ccc3n2)CC1C(C)C
6871,Cc1ccccc1N/C(=N/C#N)N1CCN(c2cnc3ccccc3n2)CC1C(C)C
6872,Cc1ccccc1N/C(=N/C#N)N1CCN(c2cnc3ccccc3n2)C[C@@H]1C(C)C
6873,Cc1ccccc1N/C(=N/C#N)N1CCN(c2nc3ccccc3c(=O)[nH]2)CC1C(C)C
6874,Cc1ccccc1N/C(=N/C#N)N1CCN(c2ncnc3ccccc23)CC1C(C)C
6875,Cc1ccccc1N1CCN(C2CCN(C(C)c3ccccc3)CC2)CC1
6876,Cc1ccccc1NC(=O)CS(=O)(=O)N1c2cccc(O)c2NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(OCc2ccccc2)cc1Cl
6877,Cc1ccccc1NC(=O)Cn1sc2ccccc2c1=O
6878,Cc1ccccc1NC(=O)Nc1ccc(-n2cc(CCC(C)C)nn2)cc1
6879,Cc1ccccc1OP(=O)(NC(C)C(=O)OC1CCCCC1)OC(C)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
6880,Cc1ccccc1S(=O)(=O)N(C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
6881,Cc1ccccc1S(=O)(=O)NCc1cc(=O)c(O)c2n1CCN(C)C2=O
6882,Cc1cccnc1-c1noc(-c2cc(Br)ccc2O)n1
6883,Cc1cccnc1-c1noc(-c2cc(C3OCC(C)(C)CO3)ccc2O)n1
6884,Cc1cccnc1-c1noc(-c2ccc(NC(=O)OC(C)(C)C)cc2O)n1
6885,Cc1cccnc1-c1noc(-c2ccc(NCc3ccccc3)cc2O)n1
6886,Cc1ccn2c(=O)c3cc(C(=O)N[C@@H](C)c4ccccc4)c(=N)n(Cc4ccccc4)c3nc2c1
6887,Cc1ccn2c(C(SCCc3ccccc3)SCCc3ccccc3)cnc2c1
6888,Cc1ccn2c(CSCCc3ccccc3)cnc2c1
6889,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
6890,Cc1ccoc1C(=O)N1CCCn2nc(C(=O)Cc3ccccc3)cc2C1
6891,Cc1ccoc1C(=O)N1CCCn2nc(C(=O)Nc3ccc(F)cc3Cl)cc2C1
6892,Cc1ccoc1C(=O)N1CCCn2nc(C(=O)Nc3ccc(F)cc3F)cc2C1
6893,Cc1ccoc1C(=O)N1CCCn2nc(C(=O)Nc3ccccc3)cc2C1
6894,Cc1ccoc1C(=O)N1CCCn2nc(C(=O)Nc3ccccc3F)cc2C1
6895,Cc1ccsc1-c1ccc(OP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@](C)(F)[C@@H]2O)cc1
6896,Cc1ccsc1C(c1c(C)noc1C)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1
6897,Cc1ccsc1C(c1ccccc1)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1
6898,Cc1ccsc1C(c1ccccc1Br)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1
6899,Cc1ccsc1C(c1ccccn1)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1
6900,Cc1ccsc1CN[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C
6901,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
6902,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1
6903,Cc1cn(-c2ccc(C(N)=O)c(NC3CCC(O)CC3)c2)c2c1C(=O)CC(C)(C)C2
6904,Cc1cn(-c2ccc3c(c2)CN(c2ncc(Cc4ccc(N5CCS(=O)(=O)CC5)cc4)s2)CC3)c(C)n1
6905,Cc1cn(/C=C2/CC2(CO)CO)c(=O)[nH]c1=O
6906,Cc1cn(/C=C2/CC2(F)CO)c(=O)[nH]c1=O
6907,Cc1cn(C/C=C/CP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)N[C@@H](C)C(=O)OCC(C)(C)C)c(=O)[nH]c1=O
6908,Cc1cn(C/C=C/CP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)c(=O)[nH]c1=O
6909,Cc1cn(C/C=C/CP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2ccccc2)c(=O)[nH]c1=O
6910,Cc1cn(C/C=C/CP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C)c(=O)[nH]c1=O
6911,Cc1cn(C/C=C/C[P@@](=O)(N[C@@H](C)C(=O)OCc2ccccc2)Oc2ccccc2)c(=O)[nH]c1=O
6912,Cc1cn(C2CCC(CO)O2)c(=O)[nH]c1=O
6913,Cc1cn(CCCCCOc2ccc(Br)cc2)c(=O)[nH]c1=O
6914,Cc1cn(CC[C]2[CH][CH][CH][C]2[C@@H](C)CCO)c(=O)[nH]c1=O
6915,Cc1cn([C@@H]2C=C(CO)[C@@H](CO)O2)c(=O)[nH]c1=O
6916,Cc1cn([C@@H]2C[C@@H](N=[N+]=[N-])[C@H](CO)O2)c(=O)nc1N
6917,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
6918,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=S
6919,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=[Se]
6920,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)nc1N
6921,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=S)[nH]c1=O
6922,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=[Se])[nH]c1=O
6923,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=[Se])[nH]c1=S
6924,Cc1cn([C@@H]2O[C@H](CO)C=C2F)c(=O)[nH]c1=O
6925,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]c1=O
6926,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
6927,Cc1cn([C@@H]2O[C@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O
6928,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C(C)C)[C@@]3(OS(=O)(=O)C=C3NC(=O)NC(=O)c3ccccc3)[C@H]2O[Si](C)(C)C(C)(C)C(C)C)c(=O)n(C)c1=O
6929,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C(C)C)[C@@]3(OS(=O)(=O)C=C3NC(=O)NC(=O)c3ccccc3)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O
6930,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O
6931,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O
6932,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3NC(=O)C(N)=O)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O
6933,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C(=O)CCCC(=O)N(C)C)c1=O
6934,Cc1cn([C@@H]2S[C@@](CO)(N=[N+]=[N-])[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
6935,Cc1cn([C@@H]2S[C@H](CO)[C@H]2CO)c(=O)[nH]c1=O
6936,Cc1cn([C@@]2(C)C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
6937,Cc1cn([C@H]2C/C(=N\O)[C@@H](CO)O2)c(=O)[nH]c1=O
6938,Cc1cn([C@H]2C=CC[C@@H](CO)C2)c(=O)[nH]c1=O
6939,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
6940,Cc1cn([C@H]2CC=C(C(=O)O)O2)c(=O)[nH]c1=O
6941,Cc1cn([C@H]2CO[C@@H](CO)O2)c(=O)[nH]c1=O
6942,Cc1cn([C@H]2C[C@@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
6943,Cc1cn([C@H]2C[C@@H](OS(C)(=O)=O)[C@@H](CO)O2)c(=O)[nH]c1=S
6944,Cc1cn([C@H]2C[C@H](Cl)[C@@H](CO)O2)c(=O)[nH]c1=O
6945,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
6946,Cc1cn([C@H]2C[C@H](N(C)C)[C@@H](COC(=O)[C@@H](N)Cc3ccccc3)O2)c(=O)[nH]c1=O
6947,Cc1cn([C@H]2C[C@H](N3C(=O)CSC3c3cccc4[nH]ccc34)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O
6948,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](C(=O)O)O2)c(=O)[nH]c1=O
6949,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
6950,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)nc1N
6951,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C)O2)c(=O)[nH]c1=O
6952,Cc1cn([C@H]2C[C@H](NS(=O)(=O)c3ccc4ccccc4c3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O
6953,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=S)[nH]c1=O
6954,Cc1cn([C@H]2C[C@H](O)[C@]3(CO)C[C@H]23)c(=O)[nH]c1=O
6955,Cc1cn([C@H]2C[C@H](O)[C@]3(CO)S[C@H]23)c(=O)[nH]c1=O
6956,Cc1cn([C@H]2C[C@H](OP(=O)(S)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)[C@@H](COP(=O)(S)O[C@H]3C[C@H](n4ccc(N)nc4=O)O[C@@H]3CO)O2)c(=O)[nH]c1=O
6957,Cc1cn([C@H]2C[C@H](n3nncc3C3CCCCC3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O
6958,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O
6959,Cc1cn([C@H]2O[C@@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@H](O)[C@H]2F)c(=O)[nH]c1=O
6960,Cc1cn([C@H]2[C@H](O)C[C@@H](CO)N2C(=O)OC(C)(C)C)c(=O)[nH]c1=O
6961,Cc1cn2c(n1)Cn1c(c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)N(C)C)cc31)-c1ccccc1-2
6962,Cc1cn2c(n1)Cn1c(c(C3CCCCC3)c3ccc(C(=O)O)cc31)-c1ccccc1-2
6963,Cc1cn2c(nc1=O)O[C@@H]1C[C@H]2O[C@@H]1CO
6964,Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Br)ccc3NS(C)(=O)=O)cc2nc1N1CC(O)C1
6965,Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1
6966,Cc1cnc(-c2ccc(C(F)(F)F)cc2NC(=O)O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C/CCCCN(C)C(=O)[C@@H]3C2)s1
6967,Cc1cnc(-c2nc(C(=O)NCc3ccc(F)cc3)c(C(F)C(C)C)s2)s1
6968,Cc1cnc(-c2nc(C(=O)NCc3ccc(F)cc3)c(C(O)C(C)C)s2)s1
6969,Cc1cnc(-c2nc(C(=O)NCc3ccc(F)cc3)c(CC(C)C)s2)s1
6970,Cc1cnc(C(=O)N2CCc3nc(-c4ccccn4)ncc3C2C)s1
6971,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1
6972,Cc1cnc(C2=C3C[C@H](NS(=O)(=O)C4CC4)CN3C(c3nccs3)=N[C@H]2c2ccc(F)cc2Cl)o1
6973,Cc1cnc(N)c2ncn([C@@H]3C=C(CO)[C@@H](O)[C@H]3O)c12
6974,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CC(C)c4cc(C(=O)Nc5c(C)cccc5F)sc4-c4ccccc43)cc2)c1
6975,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4c(sc(-c5nnco5)c4F)-c4ccc(F)cc43)cc2)c1
6976,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4c(sc(C(=O)Nc5ncccc5F)c4F)-c4ncccc43)cc2)c1
6977,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5cn(C)nc5N)sc4-c4ccc(F)cc43)cc2)c1
6978,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5nc6cccc(C(F)(F)F)c6[nH]5)sc4-c4ccccc43)cc2)c1
6979,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5nc6cccc(C)c6[nH]5)sc4-c4ccccc43)cc2)c1
6980,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5nc6cccc(F)c6[nH]5)sc4-c4ccccc43)cc2)c1
6981,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5nc6ccccc6[nH]5)sc4-c4ccc(F)cc43)cc2)c1
6982,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5nc6ccccc6[nH]5)sc4-c4ccccc43)cc2)c1
6983,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5ncc(C)[nH]5)sc4-c4ccccc43)cc2)c1
6984,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(C(=O)Nc5c(C)cccc5C)sc4-c4ccc(F)cc43)cc2)c1
