molecule_ID,cleaned_smiles
1387,CC(C)OC(=O)[C@H](C)NP(=S)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
1388,CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](O)(C#CI)[C@@H]1O)Oc1ccccc1
1389,CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1
1390,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccc2c(c1)OCO2
1391,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1
1392,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1ncc2c(N)ncnc21)Oc1ccccc1
1393,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2cnc3c(N)ncnc32)C1(F)F)Oc1ccccc1
1394,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2cnc3c(N(C)C)nc(F)nc32)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1395,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](F)(Br)[C@@H]1O)Oc1ccccc1
1396,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](F)(CF)[C@@H]1O)Oc1ccccc1
1397,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](O)(CF)[C@@H]1O)Oc1ccccc1
1398,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](O)(F)[C@@H]1OC(=O)CNC(=O)C(C)S)Oc1ccccc1
1399,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1400,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1OC(=O)CCCN1CCOCC1)Oc1ccccc1
1401,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1OC(=O)CCCNc1ccccn1)Oc1ccccc1
1402,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1OC(=O)CCN1CCOCC1)Oc1ccccc1
1403,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1OC(=O)CN1CCOCC1)Oc1ccccc1
1404,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1OC(=O)Cn1ccc2cccnc21)Oc1ccccc1
1405,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(NC(=O)C3CCC3)nc2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1406,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1
1407,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1408,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1409,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(n2ccc(N)nc2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1
1410,CC(C)OC(=O)[C@H](C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1411,CC(C)OC(=O)[C@H](COCC#N)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
1412,CC(C)OC(=O)[C@H](COP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O)NC(=O)[C@@H](N)C(C)C
1413,CC(C)OC(=O)[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](C)(F)[C@@H]1O)Oc1ccccc1)C(C)C
1414,CC(C)OC(=O)c1c(NC(=O)NCc2c(C(F)(F)F)sc3c2CCNC3)sc2c1CCCC2
1415,CC(C)OC(=O)c1ccccc1-c1ccccc1C(=O)O/N=C(\N)c1ccc2c(c1)OCO2
1416,CC(C)ON(C)C(=O)c1n[nH]c2c1CN(C(=O)Nc1cccc(Cl)c1)CC2
1417,CC(C)OP1(=O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@](C)(N=[N+]=[N-])[C@@H]2O1
1418,CC(C)O[P@@]1(=O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@@]3(CCO3)[C@@H]2O1
1419,CC(C)Oc1cc(NC2CCCC2)n2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCC4)n3)c2c1
1420,CC(C)Oc1ccc(-c2cc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CC[C@@H](C)C[C@@H](C)[C@H](NC(=O)OC5(C(F)(F)F)CCCOC5)C(=O)N4C3)cc(-c3cncs3)n2)cc1
1421,CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1
1422,CC(C)Oc1ccc(-n2cnc3cc(/C=C\c4ccc(C(C)(C)O)cc4)ccc32)cc1
1423,CC(C)Oc1ccccc1CNC(=O)Nc1ccc2cnccc2n1
1424,CC(C)Oc1ccccc1CNC(=O)c1ccc2cnccc2n1
1425,CC(C)Oc1ccccc1NC(=O)Nc1ccc2cnccc2n1
1426,CC(C)Oc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12
1427,CC(C)Oc1cnn2c1CN(C(=O)Nc1ccc(F)c(Cl)c1)C(C)C2
1428,CC(C)Oc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(OC3CCCC3)O[C@H]2[C@@]1(C)F
1429,CC(C)Oc1nc(NCc2ccc3c(c2)OCO3)nc(NCc2ccc3c(c2)OCO3)n1
1430,CC(C)Oc1nc(OC(C)C)nc(OC(C)C)n1
1431,CC(C)S(=O)(=O)CCNC(=O)c1ccc2[nH]c3c(c2c1)C1(CCC1)Cc1c[nH]nc1-3
1432,CC(C)S(=O)(=O)c1ccc(-c2c(Cl)cc(Nc3n[nH]c(NCc4ccc(C(=O)OC(C)(C)C)cc4)n3)cc2C(F)(F)F)cc1
1433,CC(C)S(=O)(=O)c1cnn2c1CN(C(=O)Nc1cc(F)c(F)c(F)c1)[C@@H](C)C2
1434,CC(C)S(=O)(=O)n1c(CCc2ccccn2)nc2cc(Cl)c(Cl)cc21
1435,CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21
1436,CC(C)Sc1nc(N)nc2c1ncn2/C=C1/CC1(CO)CO
1437,CC(C)[C@@H](C(=O)N1CCCC1)N(CCCc1ccccc1)C(=O)[C@H]1CC[C@H](C(=O)N(CCCc2ccccc2)[C@H](C(=O)N2CCCC2)C(C)C)CC1
1438,CC(C)[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N1CCCC1)C(=O)N[C@H](C(=O)N[C@H](CO)CC(C)(C)C)C1(C(=O)O)CCCC1)C(C)(C)C)N(C)C(=O)C(Cc1ccccc1)Cc1ccccc1
1439,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2C3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
1440,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)C3CC[C@]12C)OO4
1441,CC(C)[C@@H]1C=Cc2c(cn(C)c2C(=O)Nc2ccc(F)c(C#N)c2)S(=O)(=O)N1
1442,CC(C)[C@@H]1C=Cc2c(cn(C)c2C(=O)Nc2ccc(F)c(F)c2)S(=O)(=O)N1
1443,CC(C)[C@@H]1C=Cc2c(nn(C)c2C(=O)Nc2ccc(F)c(C#N)c2)S(=O)(=O)N1
1444,CC(C)[C@@H]1C=Cc2c(nn(C)c2C(=O)Nc2ccc(F)c(F)c2)S(=O)(=O)N1
1445,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
1446,CC(C)[C@@H]1CC[C@]2(C)[C@@H](O)CC[C@](C)(O)[C@H]2[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1447,CC(C)[C@@H]1NC(=O)C(C)(C)/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O
1448,CC(C)[C@@H]1NC(=O)C(C)(C)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O
1449,CC(C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CCCCCNC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)CSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H]2CCCN2C1=O
1450,CC(C)[C@@H]1OC(=O)C(C)(C)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O
1451,CC(C)[C@@H]1OC(=O)C(C)(C)C/C=C/c2cc3cc(ccc3cn2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O
1452,CC(C)[C@@H]1OC(=O)C(CF)(CF)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)NC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O
1453,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCOCC2
1454,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)COC(CF)(CF)OC2
1455,CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)COCOC2
1456,CC(C)[C@H](CO)NS(=O)(=O)Nc1cn(C)c(C(=O)Nc2ccc(F)c(C#N)c2)c1Cl
1457,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
1458,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21
1459,CC(C)[C@H](N)C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
1460,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
1461,CC(C)[C@H](N)C(=O)OCCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCCOC(=O)[C@@H](N)C(C)C
1462,CC(C)[C@H](N)C(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)[C@@H](N)C(C)C
1463,CC(C)[C@H](N)C(=O)OCOc1c2n(ncc1=O)[C@@H](C(c1cccc(F)c1)c1cccc(F)c1)CN(C(C)C)C2=O
1464,CC(C)[C@H](N)C(=O)OC[C@H]1N[C@@H](c2c[nH]c3c(N)ncnc23)[C@H](O)[C@@H]1O
1465,CC(C)[C@H](N)C(=O)OC[C@H]1OC[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O1
1466,CC(C)[C@H](N)C(=O)OC[C@H]1O[C@@H](n2cc(/C=C/Cl)c(=O)[nH]c2=O)[C@@H](O)[C@@H]1O
1467,CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O
1468,CC(C)[C@H](N)C(=O)SCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
1469,CC(C)[C@H](NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)O)C(C)C
1470,CC(C)[C@H](NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C)C(=O)C1CC1
1471,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)N(C)C)C(=O)CF
1472,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)C(C)C)C(=O)N[C@@H](C)C(=O)O
1473,CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc1ccc(C(=N)N)cc1
1474,CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)O
1475,CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(C)C)[C@@H](C)O)C(=O)O
1476,CC(C)[C@H]1C=Cc2c(cn(C)c2C(=O)Nc2ccc(F)c(F)c2)S(=N)(=O)N1
1477,CC(C)[C@H]1C=Cc2c(cn(C)c2C(=O)Nc2ccc(F)c(F)c2)S(=O)(=O)N1
1478,CC(C)[C@H]1C=Cc2c(nn(C)c2C(=O)Nc2ccc(F)c(C#N)c2)S(=N)(=O)N1
1479,CC(C)[C@H]1CCc2c(cn(C)c2C(=O)Nc2ccc(F)c(C#N)c2)S(=N)(=O)N1
1480,CC(C)[C@]1(O)CC[C@](C)(O)[C@@H]2CC[C@@](C)(O)[C@@H]2[C@@H]1O
1481,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
1482,CC(C)c1c(O)ccc2c1CC[C@H]1C(C)(C)CCC[C@]21C
1483,CC(C)c1cc(C(=O)NCc2cccc(C(F)(F)F)c2Cl)n(C)n1
1484,CC(C)c1cc(C(=O)NCc2cccc(C(F)(F)F)c2F)n(C)n1
1485,CC(C)c1cc(C(=O)NCc2cccc(OC(F)(F)F)c2F)n(C)n1
1486,CC(C)c1cc(C(=O)Nc2ccc(Cl)c(F)c2)cn(-c2ccc(C(C)(C)O)cc2)c1=O
1487,CC(C)c1cc(C(F)(F)F)c2nc(C(=O)N3CCC(N4CCOC4=O)CC3)c(Cl)n2c1
1488,CC(C)c1cc(C2CC2)cc2c1nc(C(=O)N1CCN([C@H]3CC[C@H](O)CC3)C(=O)C1)n2C
1489,CC(C)c1cc(C=O)c2c(c1O)OC(=O)[C@@]21CCCC(C)(C)[C@@H]1C=O
1490,CC(C)c1cc2c(c(O)c1O)C[C@@]1(O)CCCC(C)(C)[C@@H]1CC2
1491,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2
1492,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(C=O)[C@@H]1CC2
1493,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CN3C(=O)c4ccccc4C3=O)[C@@H]1CC2
1494,CC(C)c1ccc(C(=O)C2=C(O)C(=O)N(c3ccc(CN)nn3)C2c2ccc(OC(F)(F)F)cc2)cc1
1495,CC(C)c1ccc(C(=O)C2=C(O)C(=O)N(c3ccc(CN=[N+]=[N-])nn3)C2c2ccc(OC(F)(F)F)cc2)cc1
1496,CC(C)c1ccc(N(C(=O)c2ccccc2)C(C(=O)NC2CCCCC2)c2ccc(Cl)cc2)cc1
1497,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccc(CO)cc3s2)cc1
1498,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccccc3s2)cc1
1499,CC(C)c1ccc(O)c(=O)c(O)c1
1500,CC(C)c1ccc(OCCCCCCN2CCN(c3nccs3)CC2)cc1
1501,CC(C)c1ccc2c(Nc3cc(-c4ccc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](c6ccccc6)N(C)C)n5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1502,CC(C)c1ccc2c(Nc3cc(-c4ccc(-c5ccc(-c6c[nH]c([C@@H]7CCCN7C(=O)[C@@H](c7ccccc7)N(C)C)n6)cc5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1503,CC(C)c1ccc2c(Nc3cc(-c4ccc(-c5ccc(Sc6ccc(N)cc6)c(Nc6ncnc7nc(C(C)C)ccc67)c5)nc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1504,CC(C)c1ccc2c(Nc3cc(-c4ccc(NC(=O)[C@@H]5CCCN5C(=O)OCc5ccccc5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1505,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](Cc5ccccc5)N(C)C)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1506,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(Oc5ccc(CO)cc5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Oc3ccc(CO)cc3)ncnc2n1
1507,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(Sc5ccc(N(C)C)cc5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Sc3ccc(N(C)C)cc3)ncnc2n1
1508,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(Sc5ccc(N)cc5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Sc3ccc(N)cc3)ncnc2n1
1509,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(Sc5ccc(O)cc5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Sc3ccc(O)cc3)ncnc2n1
1510,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(Sc5cccc(N)c5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Sc3cccc(N)c3)ncnc2n1
1511,CC(C)c1ccc2c(Nc3cc(C(=O)NC(C)(CO)c4ccccc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1512,CC(C)c1ccc2c(Nc3cc(C(=O)NCCNC(=O)c4ccc(Sc5ccccc5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Sc3ccccc3)ncnc2n1
1513,CC(C)c1ccc2c(Nc3cc(C(=O)NNC(=O)c4ccc(Sc5ccc(N)cc5)c(Nc5ncnc6nc(C(C)C)ccc56)c4)ccc3Sc3ccc(N)cc3)ncnc2n1
1514,CC(C)c1ccc2c(Nc3cc(C(=O)N[C@@H](C)c4ccccc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1515,CC(C)c1ccc2c(Nc3cc(C(=O)N[C@H](c4ccccc4)C(F)(F)F)ccc3Sc3ccc(N)cc3)ncnc2n1
1516,CC(C)c1ccc2c(Nc3cc(C(=O)Nc4ccc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](c6ccccc6)N(C)C)n5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1517,CC(C)c1ccc2c(Nc3cc(C(=O)Nc4ccc(NC(=O)[C@@H]5CCCN5C(=O)OCc5ccccc5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
1518,CC(C)c1ccc2c(c1)C(=O)C[C@H]1C(C)(C)CCC[C@]21C
1519,CC(C)c1cccc(Cc2nnc(/C=C/c3ccc(F)cc3Cl)o2)c1
1520,CC(C)c1ccccc1NCCN1CCCCC1
1521,CC(C)c1cnc(C2C=C(c3ccc([N+](=O)[O-])cc3)N=C(N)S2)cn1
1522,CC(C)c1cnn2c(NCc3ccccc3-n3cccn3)nc(O[C@@H]3CCCNC3)nc12
1523,CC(C)c1csc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C/CCCCN(C)C(=O)[C@@H]4C3)c3ccccc3n2)n1
1524,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
1525,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
1526,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
1527,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
1528,CC(C)n1c(=O)n(Cc2nc3ccccc3n2CCCCCCC#N)c2ccccc21
1529,CC(C)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3F)cc21
1530,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)nc2c(-c3nc(C4CCCCC4)cs3)cccc21
1531,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C\CCCCC[C@H](Nc4ccc(F)cc4)C(=O)N3C2)nc2c(-c3nc(C4CCCC4)cs3)cccc21
1532,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C\CCCCC[C@H](Nc4ccccc4)C(=O)N3C2)nc2c(-c3ccc(OC(F)(F)F)cc3)cccc21
1533,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)N(C)C)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)nc2c(-c3nc(-c4ccc(F)c(F)c4)cs3)cccc21
1534,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)N(C)C)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)nc2c(-c3nc(-c4ccccn4)cs3)cccc21
1535,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)N(C)C)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)nc2c(-c3nc(Cc4ccc(Cl)cc4)cs3)cccc21
1536,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)N(C)C)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)nc2c(C(=O)N(C)C)cccc21
1537,CC(C)n1c(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)O)C[C@H]4/C=C\CCCCC[C@H](Nc4cc(F)cc(C(F)(F)F)c4)C(=O)N3C2)nc2ccccc21
1538,CC(C)n1ccc2c(C(=O)Nc3ccc(F)cc3)cc(-c3cccs3)nc21
1539,CC(C)n1ccc2c(N[C@@H]3[C@H]4CC[C@H](CC4)[C@H]3C(=O)O)nc(-c3c[nH]c4c(F)cc(F)cc34)nc21
1540,CC(C)n1ncc2c(C(=O)N3CCN(S(=O)(=O)c4ccc5c(c4)CCC5)CC3)cc(C3CC3)nc21
1541,CC(C)n1ncc2c(C(=O)Nc3cc(S(N)(=O)=O)ccc3F)cc(-c3cccs3)nc21
1542,CC(C)n1ncc2c(C(=O)Nc3ccc(F)cc3)cc(-c3cccs3)nc21
1543,CC(C)n1ncc2c(C(=O)Nc3ccc(F)cc3F)cc(-c3cccs3)nc21
1544,CC(C)n1ncc2c(C(=O)Nc3ccc(S(C)(=O)=O)cc3)cc(-c3cccs3)nc21
1545,CC(C)n1ncc2c(C(=O)Nc3cccc(S(N)(=O)=O)c3)cc(-c3cccs3)nc21
